# ut, nt, rtc_temp, A0, voltage
1455106506,2016-02-10 12:15:06, 6.00,405,517
1455106514,2016-02-10 12:15:14, 6.00,404,515
1455106522,2016-02-10 12:15:22, 6.00,407,517
1455106530,2016-02-10 12:15:30, 6.00,405,516
1455106538,2016-02-10 12:15:38, 6.00,405,515
1455106546,2016-02-10 12:15:46, 6.00,405,516
1455106554,2016-02-10 12:15:54, 6.00,405,517
1455106562,2016-02-10 12:16:02, 6.00,403,516
1455106570,2016-02-10 12:16:10, 6.00,403,515
1455106578,2016-02-10 12:16:18, 6.00,405,516
1455106586,2016-02-10 12:16:26, 6.00,407,515
1455106594,2016-02-10 12:16:34, 6.00,404,515
1455106602,2016-02-10 12:16:42, 6.00,404,516
1455106611,2016-02-10 12:16:51, 6.00,403,515
1455106619,2016-02-10 12:16:59, 6.00,405,516
1455106627,2016-02-10 12:17:07, 6.00,405,516
1455106635,2016-02-10 12:17:15, 6.00,406,517
1455106643,2016-02-10 12:17:23, 6.00,405,516
1455106651,2016-02-10 12:17:31, 6.00,406,517
1455106659,2016-02-10 12:17:39, 6.00,405,515
1455106667,2016-02-10 12:17:47, 6.00,406,517
1455106675,2016-02-10 12:17:55, 6.00,404,516
1455106683,2016-02-10 12:18:03, 6.00,406,515
1455106691,2016-02-10 12:18:11, 6.00,403,515
1455106699,2016-02-10 12:18:19, 6.00,405,517
1455106707,2016-02-10 12:18:27, 6.00,406,517
1455106715,2016-02-10 12:18:35, 6.00,405,515
1455106724,2016-02-10 12:18:44, 6.00,404,516
1455106732,2016-02-10 12:18:52, 6.00,406,515
1455106740,2016-02-10 12:19:00, 6.00,406,516
1455106748,2016-02-10 12:19:08, 6.00,404,516
1455106756,2016-02-10 12:19:16, 6.00,407,516
1455106764,2016-02-10 12:19:24, 6.00,407,515
1455106772,2016-02-10 12:19:32, 6.00,404,516
1455106780,2016-02-10 12:19:40, 6.00,404,517
1455106788,2016-02-10 12:19:48, 6.00,405,515
1455106796,2016-02-10 12:19:56, 6.00,405,517
1455106804,2016-02-10 12:20:04, 6.00,405,515
1455106812,2016-02-10 12:20:12, 6.00,404,516
1455106820,2016-02-10 12:20:20, 6.00,406,516
1455106828,2016-02-10 12:20:28, 6.00,406,516
1455106837,2016-02-10 12:20:37, 6.00,405,515
1455106845,2016-02-10 12:20:45, 6.00,403,515
1455106853,2016-02-10 12:20:53, 6.00,393,516
1455106861,2016-02-10 12:21:01, 6.00,404,516
1455106869,2016-02-10 12:21:09, 6.00,395,515
1455106877,2016-02-10 12:21:17, 6.00,403,515
1455106885,2016-02-10 12:21:25, 6.00,402,515
1455106893,2016-02-10 12:21:33, 6.00,405,516
1455106901,2016-02-10 12:21:41, 6.00,404,517
1455106909,2016-02-10 12:21:49, 6.00,407,517
1455106917,2016-02-10 12:21:57, 6.00,406,517
1455106925,2016-02-10 12:22:05, 6.00,404,515
1455106933,2016-02-10 12:22:13, 6.00,404,516
1455106941,2016-02-10 12:22:21, 6.00,404,516
1455106950,2016-02-10 12:22:30, 6.00,397,516
1455106958,2016-02-10 12:22:38, 6.00,403,515
1455106966,2016-02-10 12:22:46, 6.00,405,517
1455106974,2016-02-10 12:22:54, 6.00,403,516
1455106982,2016-02-10 12:23:02, 6.00,404,516
1455106990,2016-02-10 12:23:10, 6.00,407,517
1455106998,2016-02-10 12:23:18, 6.00,405,516
1455107006,2016-02-10 12:23:26, 6.00,406,516
1455107014,2016-02-10 12:23:34, 6.00,405,516
1455107022,2016-02-10 12:23:42, 6.00,405,515
1455107030,2016-02-10 12:23:50, 6.00,405,516
1455107038,2016-02-10 12:23:58, 6.00,406,515
1455107046,2016-02-10 12:24:06, 6.00,406,517
1455107054,2016-02-10 12:24:14, 6.00,406,515
1455107063,2016-02-10 12:24:23, 6.00,407,517
1455107071,2016-02-10 12:24:31, 6.00,404,515
1455107079,2016-02-10 12:24:39, 6.00,403,515
1455107087,2016-02-10 12:24:47, 6.00,405,516
1455107095,2016-02-10 12:24:55, 6.00,403,515
1455107103,2016-02-10 12:25:03, 6.00,405,516
1455107111,2016-02-10 12:25:11, 6.00,405,517
1455107119,2016-02-10 12:25:19, 6.00,405,516
1455107127,2016-02-10 12:25:27, 6.00,404,516
1455107135,2016-02-10 12:25:35, 6.00,404,515
1455107143,2016-02-10 12:25:43, 6.00,404,516
1455107151,2016-02-10 12:25:51, 6.00,403,515
1455107159,2016-02-10 12:25:59, 6.00,405,516
1455107167,2016-02-10 12:26:07, 6.00,405,517
1455107176,2016-02-10 12:26:16, 6.00,406,517
1455107184,2016-02-10 12:26:24, 6.00,406,516
1455107192,2016-02-10 12:26:32, 6.00,405,517
1455107200,2016-02-10 12:26:40, 6.00,405,517
1455107208,2016-02-10 12:26:48, 6.00,404,517
1455107216,2016-02-10 12:26:56, 6.00,406,517
1455107224,2016-02-10 12:27:04, 6.00,406,517
1455107232,2016-02-10 12:27:12, 6.00,407,517
1455107240,2016-02-10 12:27:20, 6.00,406,515
1455107248,2016-02-10 12:27:28, 6.00,405,517
1455107256,2016-02-10 12:27:36, 6.00,405,515
1455107264,2016-02-10 12:27:44, 6.00,405,517
1455107272,2016-02-10 12:27:52, 6.00,404,517
1455107280,2016-02-10 12:28:00, 6.00,402,517
1455107289,2016-02-10 12:28:09, 6.00,404,516
1455107297,2016-02-10 12:28:17, 6.00,406,515
1455107305,2016-02-10 12:28:25, 6.00,404,516
1455107313,2016-02-10 12:28:33, 6.00,406,516
1455107321,2016-02-10 12:28:41, 6.00,407,516
1455107329,2016-02-10 12:28:49, 6.00,405,515
1455107337,2016-02-10 12:28:57, 6.00,404,516
1455107345,2016-02-10 12:29:05, 6.00,405,517
1455107353,2016-02-10 12:29:13, 6.00,394,517
1455107361,2016-02-10 12:29:21, 6.00,389,517
1455107369,2016-02-10 12:29:29, 6.00,402,517
1455107377,2016-02-10 12:29:37, 6.00,402,516
1455107385,2016-02-10 12:29:45, 6.00,402,515
1455107393,2016-02-10 12:29:53, 6.00,406,517
1455107402,2016-02-10 12:30:02, 6.00,405,517
1455107410,2016-02-10 12:30:10, 6.00,406,516
1455107418,2016-02-10 12:30:18, 6.00,405,515
1455107426,2016-02-10 12:30:26, 6.00,407,515
1455107434,2016-02-10 12:30:34, 6.00,406,516
1455107442,2016-02-10 12:30:42, 6.00,405,516
1455107450,2016-02-10 12:30:50, 6.00,408,517
1455107458,2016-02-10 12:30:58, 6.00,405,516
1455107466,2016-02-10 12:31:06, 6.00,404,515
1455107474,2016-02-10 12:31:14, 6.00,405,516
1455107482,2016-02-10 12:31:22, 6.00,405,516
1455107490,2016-02-10 12:31:30, 6.00,404,515
1455107498,2016-02-10 12:31:38, 6.00,406,516
1455107506,2016-02-10 12:31:46, 6.00,405,516
1455107515,2016-02-10 12:31:55, 6.00,405,515
1455107523,2016-02-10 12:32:03, 6.00,406,517
1455107531,2016-02-10 12:32:11, 6.00,407,517
1455107539,2016-02-10 12:32:19, 6.00,406,515
1455107547,2016-02-10 12:32:27, 6.00,405,516
1455107555,2016-02-10 12:32:35, 6.00,405,515
1455107563,2016-02-10 12:32:43, 6.00,403,517
1455107571,2016-02-10 12:32:51, 6.25,405,517
1455107579,2016-02-10 12:32:59, 6.25,403,515
1455107587,2016-02-10 12:33:07, 6.25,405,517
1455107595,2016-02-10 12:33:15, 6.25,404,516
1455107603,2016-02-10 12:33:23, 6.25,406,516
1455107611,2016-02-10 12:33:31, 6.25,403,516
1455107619,2016-02-10 12:33:39, 6.25,403,516
1455107628,2016-02-10 12:33:48, 6.25,403,515
1455107636,2016-02-10 12:33:56, 6.25,403,515
1455107644,2016-02-10 12:34:04, 6.25,404,517
1455107652,2016-02-10 12:34:12, 6.25,404,515
1455107660,2016-02-10 12:34:20, 6.25,405,515
1455107668,2016-02-10 12:34:28, 6.25,405,517
1455107676,2016-02-10 12:34:36, 6.25,404,515
1455107684,2016-02-10 12:34:44, 6.25,403,516
1455107692,2016-02-10 12:34:52, 6.25,405,515
1455107700,2016-02-10 12:35:00, 6.25,405,517
1455107708,2016-02-10 12:35:08, 6.25,401,516
1455107716,2016-02-10 12:35:16, 6.25,402,515
1455107724,2016-02-10 12:35:24, 6.25,405,517
1455107732,2016-02-10 12:35:32, 6.25,404,515
1455107741,2016-02-10 12:35:41, 6.25,403,517
1455107749,2016-02-10 12:35:49, 6.25,403,517
1455107757,2016-02-10 12:35:57, 6.25,402,516
1455107765,2016-02-10 12:36:05, 6.25,403,516
1455107773,2016-02-10 12:36:13, 6.25,405,515
1455107781,2016-02-10 12:36:21, 6.25,405,516
1455107789,2016-02-10 12:36:29, 6.25,401,515
1455107797,2016-02-10 12:36:37, 6.25,403,517
1455107805,2016-02-10 12:36:45, 6.25,402,515
1455107813,2016-02-10 12:36:53, 6.25,403,517
1455107821,2016-02-10 12:37:01, 6.25,403,515
1455107829,2016-02-10 12:37:09, 6.25,405,515
1455107837,2016-02-10 12:37:17, 6.25,404,517
1455107845,2016-02-10 12:37:25, 6.25,413,515
1455107854,2016-02-10 12:37:34, 6.25,407,517
1455107862,2016-02-10 12:37:42, 6.25,406,515
1455107870,2016-02-10 12:37:50, 6.25,405,515
1455107878,2016-02-10 12:37:58, 6.25,405,516
1455107886,2016-02-10 12:38:06, 6.25,404,515
1455107894,2016-02-10 12:38:14, 6.25,403,517
1455107902,2016-02-10 12:38:22, 6.25,403,516
1455107910,2016-02-10 12:38:30, 6.25,405,517
1455107918,2016-02-10 12:38:38, 6.25,405,514
1455107926,2016-02-10 12:38:46, 6.25,403,515
1455107934,2016-02-10 12:38:54, 6.25,403,516
1455107942,2016-02-10 12:39:02, 6.25,404,516
1455107950,2016-02-10 12:39:10, 6.00,404,515
1455107958,2016-02-10 12:39:18, 6.00,402,516
1455107967,2016-02-10 12:39:27, 6.00,404,516
1455107975,2016-02-10 12:39:35, 6.00,404,516
1455107983,2016-02-10 12:39:43, 6.00,405,516
1455107991,2016-02-10 12:39:51, 6.00,406,515
1455107999,2016-02-10 12:39:59, 6.00,407,516
1455108007,2016-02-10 12:40:07, 6.00,406,516
1455108015,2016-02-10 12:40:15, 6.00,405,516
1455108023,2016-02-10 12:40:23, 6.00,405,517
1455108031,2016-02-10 12:40:31, 6.00,406,516
1455108039,2016-02-10 12:40:39, 6.00,405,517
1455108047,2016-02-10 12:40:47, 6.00,405,517
1455108055,2016-02-10 12:40:55, 6.00,405,515
1455108063,2016-02-10 12:41:03, 6.00,405,516
1455108071,2016-02-10 12:41:11, 6.00,405,515
1455108080,2016-02-10 12:41:20, 6.00,405,516
1455108088,2016-02-10 12:41:28, 6.00,404,516
1455108096,2016-02-10 12:41:36, 6.00,406,515
1455108104,2016-02-10 12:41:44, 6.00,404,515
1455108112,2016-02-10 12:41:52, 6.00,405,517
1455108120,2016-02-10 12:42:00, 6.00,404,517
1455108128,2016-02-10 12:42:08, 6.00,403,516
1455108136,2016-02-10 12:42:16, 6.00,404,515
1455108144,2016-02-10 12:42:24, 6.25,406,516
1455108152,2016-02-10 12:42:32, 6.25,404,516
1455108160,2016-02-10 12:42:40, 6.25,405,517
1455108168,2016-02-10 12:42:48, 6.25,404,516
1455108176,2016-02-10 12:42:56, 6.25,403,516
1455108184,2016-02-10 12:43:04, 6.25,401,516
1455108193,2016-02-10 12:43:13, 6.25,403,516
1455108201,2016-02-10 12:43:21, 6.25,403,517
1455108209,2016-02-10 12:43:29, 6.00,405,517
1455108217,2016-02-10 12:43:37, 6.00,403,516
1455108225,2016-02-10 12:43:45, 6.00,404,517
1455108233,2016-02-10 12:43:53, 6.00,405,516
1455108241,2016-02-10 12:44:01, 6.00,405,515
1455108249,2016-02-10 12:44:09, 6.00,404,516
1455108257,2016-02-10 12:44:17, 6.00,406,516
1455108265,2016-02-10 12:44:25, 6.00,405,516
1455108273,2016-02-10 12:44:33, 6.00,405,515
1455108281,2016-02-10 12:44:41, 6.00,407,516
1455108289,2016-02-10 12:44:49, 6.00,405,515
1455108297,2016-02-10 12:44:57, 6.00,404,516
1455108306,2016-02-10 12:45:06, 6.00,392,515
1455108314,2016-02-10 12:45:14, 6.00,398,515
1455108322,2016-02-10 12:45:22, 6.00,403,515
1455108330,2016-02-10 12:45:30, 6.00,405,516
1455108338,2016-02-10 12:45:38, 6.00,405,515
1455108346,2016-02-10 12:45:46, 6.00,404,517
1455108354,2016-02-10 12:45:54, 6.00,407,516
1455108362,2016-02-10 12:46:02, 6.00,404,516
1455108370,2016-02-10 12:46:10, 6.00,407,516
1455108378,2016-02-10 12:46:18, 6.00,405,516
1455108386,2016-02-10 12:46:26, 6.00,406,516
1455108394,2016-02-10 12:46:34, 6.00,406,516
1455108402,2016-02-10 12:46:42, 6.00,407,516
1455108410,2016-02-10 12:46:50, 6.00,406,515
1455108419,2016-02-10 12:46:59, 6.00,406,515
1455108427,2016-02-10 12:47:07, 6.00,405,516
1455108435,2016-02-10 12:47:15, 6.00,407,515
1455108443,2016-02-10 12:47:23, 6.00,405,516
1455108451,2016-02-10 12:47:31, 6.00,405,515
1455108459,2016-02-10 12:47:39, 6.00,407,515
1455108467,2016-02-10 12:47:47, 6.00,405,516
1455108475,2016-02-10 12:47:55, 6.00,404,515
1455108483,2016-02-10 12:48:03, 6.00,403,517
1455108491,2016-02-10 12:48:11, 6.00,405,515
1455108499,2016-02-10 12:48:19, 6.00,406,516
1455108507,2016-02-10 12:48:27, 6.00,408,516
1455108515,2016-02-10 12:48:35, 6.00,404,515
1455108523,2016-02-10 12:48:43, 6.00,406,517
1455108532,2016-02-10 12:48:52, 6.00,407,516
1455108540,2016-02-10 12:49:00, 6.00,406,515
1455108548,2016-02-10 12:49:08, 6.00,407,516
1455108556,2016-02-10 12:49:16, 6.00,405,516
1455108564,2016-02-10 12:49:24, 6.00,406,517
1455108572,2016-02-10 12:49:32, 6.00,406,516
1455108580,2016-02-10 12:49:40, 6.00,404,517
1455108588,2016-02-10 12:49:48, 6.00,403,515
1455108596,2016-02-10 12:49:56, 6.00,404,515
1455108604,2016-02-10 12:50:04, 6.00,404,516
1455108612,2016-02-10 12:50:12, 6.00,407,516
1455108620,2016-02-10 12:50:20, 6.00,405,516
1455108628,2016-02-10 12:50:28, 6.00,403,515
1455108636,2016-02-10 12:50:36, 6.00,400,517
1455108645,2016-02-10 12:50:45, 6.00,406,516
1455108653,2016-02-10 12:50:53, 6.00,407,514
1455108661,2016-02-10 12:51:01, 6.00,406,517
1455108669,2016-02-10 12:51:09, 6.00,406,516
1455108677,2016-02-10 12:51:17, 6.00,405,517
1455108685,2016-02-10 12:51:25, 6.00,405,515
1455108693,2016-02-10 12:51:33, 6.00,407,515
1455108701,2016-02-10 12:51:41, 6.00,406,516
1455108709,2016-02-10 12:51:49, 6.00,406,516
1455108717,2016-02-10 12:51:57, 6.00,406,517
1455108725,2016-02-10 12:52:05, 6.00,404,515
1455108733,2016-02-10 12:52:13, 6.00,405,515
1455108741,2016-02-10 12:52:21, 6.00,404,516
1455108749,2016-02-10 12:52:29, 6.00,401,515
1455108758,2016-02-10 12:52:38, 6.00,404,515
1455108766,2016-02-10 12:52:46, 6.00,409,516
1455108774,2016-02-10 12:52:54, 6.00,406,517
1455108782,2016-02-10 12:53:02, 6.00,406,517
1455108790,2016-02-10 12:53:10, 6.00,393,517
1455108798,2016-02-10 12:53:18, 6.00,402,516
1455108806,2016-02-10 12:53:26, 6.00,404,516
1455108814,2016-02-10 12:53:34, 6.00,405,516
1455108822,2016-02-10 12:53:42, 6.00,406,516
1455108830,2016-02-10 12:53:50, 6.00,406,517
1455108838,2016-02-10 12:53:58, 6.00,405,516
1455108846,2016-02-10 12:54:06, 6.00,405,516
1455108854,2016-02-10 12:54:14, 6.00,407,516
1455108862,2016-02-10 12:54:22, 6.00,405,516
1455108871,2016-02-10 12:54:31, 6.00,406,517
1455108879,2016-02-10 12:54:39, 6.00,406,517
1455108887,2016-02-10 12:54:47, 6.00,406,515
1455108895,2016-02-10 12:54:55, 6.00,405,515
1455108903,2016-02-10 12:55:03, 6.00,405,516
1455108911,2016-02-10 12:55:11, 6.00,406,517
1455108919,2016-02-10 12:55:19, 6.00,405,516
1455108927,2016-02-10 12:55:27, 6.00,406,516
1455108935,2016-02-10 12:55:35, 6.00,404,516
1455108943,2016-02-10 12:55:43, 6.00,405,515
1455108951,2016-02-10 12:55:51, 6.00,407,516
1455108959,2016-02-10 12:55:59, 6.00,405,515
1455108967,2016-02-10 12:56:07, 6.00,404,516
1455108975,2016-02-10 12:56:15, 6.00,404,516
1455108984,2016-02-10 12:56:24, 6.00,405,516
1455108992,2016-02-10 12:56:32, 6.00,405,515
1455109000,2016-02-10 12:56:40, 6.00,405,515
1455109008,2016-02-10 12:56:48, 6.00,407,516
1455109016,2016-02-10 12:56:56, 6.00,404,516
1455109024,2016-02-10 12:57:04, 6.00,405,517
1455109032,2016-02-10 12:57:12, 6.00,407,517
1455109040,2016-02-10 12:57:20, 6.00,407,515
1455109048,2016-02-10 12:57:28, 6.00,406,517
1455109056,2016-02-10 12:57:36, 6.00,408,517
1455109064,2016-02-10 12:57:44, 6.00,406,515
1455109072,2016-02-10 12:57:52, 6.00,405,517
1455109080,2016-02-10 12:58:00, 6.00,405,515
1455109088,2016-02-10 12:58:08, 6.00,406,515
1455109097,2016-02-10 12:58:17, 6.00,406,515
1455109105,2016-02-10 12:58:25, 6.00,405,517
1455109113,2016-02-10 12:58:33, 6.00,405,516
1455109121,2016-02-10 12:58:41, 6.00,404,516
1455109129,2016-02-10 12:58:49, 6.00,407,516
1455109137,2016-02-10 12:58:57, 6.00,405,515
1455109145,2016-02-10 12:59:05, 6.00,406,516
1455109153,2016-02-10 12:59:13, 6.00,406,517
1455109161,2016-02-10 12:59:21, 6.00,404,515
1455109169,2016-02-10 12:59:29, 6.00,405,516
1455109177,2016-02-10 12:59:37, 6.00,405,516
1455109185,2016-02-10 12:59:45, 6.00,405,515
1455109193,2016-02-10 12:59:53, 6.00,406,517
1455109201,2016-02-10 13:00:01, 6.00,407,516
1455109210,2016-02-10 13:00:10, 6.00,406,516
1455109218,2016-02-10 13:00:18, 6.00,406,516
1455109226,2016-02-10 13:00:26, 6.00,406,515
1455109234,2016-02-10 13:00:34, 6.00,405,516
1455109242,2016-02-10 13:00:42, 6.00,405,516
1455109250,2016-02-10 13:00:50, 6.00,404,516
1455109258,2016-02-10 13:00:58, 6.00,404,515
1455109266,2016-02-10 13:01:06, 6.00,405,516
1455109274,2016-02-10 13:01:14, 6.00,405,516
1455109282,2016-02-10 13:01:22, 6.00,406,516
1455109290,2016-02-10 13:01:30, 6.00,406,517
1455109298,2016-02-10 13:01:38, 6.00,406,515
1455109306,2016-02-10 13:01:46, 6.00,405,516
1455109314,2016-02-10 13:01:54, 6.00,406,517
1455109323,2016-02-10 13:02:03, 6.00,405,516
1455109331,2016-02-10 13:02:11, 6.00,403,517
1455109339,2016-02-10 13:02:19, 6.00,404,516
1455109347,2016-02-10 13:02:27, 6.00,406,517
1455109355,2016-02-10 13:02:35, 6.00,408,517
1455109363,2016-02-10 13:02:43, 6.00,405,515
1455109371,2016-02-10 13:02:51, 6.00,404,517
1455109379,2016-02-10 13:02:59, 6.00,407,517
1455109387,2016-02-10 13:03:07, 6.00,403,515
1455109395,2016-02-10 13:03:15, 6.00,402,515
1455109403,2016-02-10 13:03:23, 6.00,406,515
1455109411,2016-02-10 13:03:31, 6.00,406,515
1455109419,2016-02-10 13:03:39, 6.00,405,517
1455109427,2016-02-10 13:03:47, 6.00,405,516
1455109436,2016-02-10 13:03:56, 6.00,406,516
1455109444,2016-02-10 13:04:04, 6.00,406,516
1455109452,2016-02-10 13:04:12, 6.00,404,515
1455109460,2016-02-10 13:04:20, 6.00,404,516
1455109468,2016-02-10 13:04:28, 6.00,405,515
1455109476,2016-02-10 13:04:36, 6.00,405,516
1455109484,2016-02-10 13:04:44, 6.00,405,516
1455109492,2016-02-10 13:04:52, 6.00,406,515
1455109500,2016-02-10 13:05:00, 6.00,405,515
1455109508,2016-02-10 13:05:08, 6.00,405,516
1455109516,2016-02-10 13:05:16, 6.00,405,515
1455109524,2016-02-10 13:05:24, 6.00,405,517
1455109532,2016-02-10 13:05:32, 6.00,406,515
1455109540,2016-02-10 13:05:40, 6.00,407,515
1455109549,2016-02-10 13:05:49, 6.00,406,517
1455109557,2016-02-10 13:05:57, 6.00,406,516
1455109565,2016-02-10 13:06:05, 6.00,406,515
1455109573,2016-02-10 13:06:13, 6.00,414,515
1455109581,2016-02-10 13:06:21, 6.00,408,516
1455109589,2016-02-10 13:06:29, 6.00,408,515
1455109597,2016-02-10 13:06:37, 6.00,408,517
1455109605,2016-02-10 13:06:45, 6.00,401,515
1455109613,2016-02-10 13:06:53, 6.00,405,515
1455109621,2016-02-10 13:07:01, 6.00,405,516
1455109629,2016-02-10 13:07:09, 6.00,405,515
1455109637,2016-02-10 13:07:17, 6.00,404,517
1455109645,2016-02-10 13:07:25, 6.00,406,516
1455109653,2016-02-10 13:07:33, 6.00,405,515
1455109662,2016-02-10 13:07:42, 6.00,404,517
1455109670,2016-02-10 13:07:50, 6.00,405,516
1455109678,2016-02-10 13:07:58, 6.00,404,516
1455109686,2016-02-10 13:08:06, 6.00,405,516
1455109694,2016-02-10 13:08:14, 6.00,404,516
1455109702,2016-02-10 13:08:22, 6.00,405,517
1455109710,2016-02-10 13:08:30, 6.00,406,517
1455109718,2016-02-10 13:08:38, 6.00,405,515
1455109726,2016-02-10 13:08:46, 6.00,407,516
1455109734,2016-02-10 13:08:54, 6.00,406,515
1455109742,2016-02-10 13:09:02, 6.00,407,517
1455109750,2016-02-10 13:09:10, 6.00,407,516
1455109758,2016-02-10 13:09:18, 6.00,406,517
1455109766,2016-02-10 13:09:26, 6.00,405,517
1455109775,2016-02-10 13:09:35, 6.00,405,515
1455109783,2016-02-10 13:09:43, 6.00,396,515
1455109791,2016-02-10 13:09:51, 6.00,403,516
1455109799,2016-02-10 13:09:59, 6.00,400,516
1455109807,2016-02-10 13:10:07, 6.00,406,516
1455109815,2016-02-10 13:10:15, 6.00,405,517
1455109823,2016-02-10 13:10:23, 6.00,406,517
1455109831,2016-02-10 13:10:31, 6.00,405,515
1455109839,2016-02-10 13:10:39, 6.00,405,517
1455109847,2016-02-10 13:10:47, 6.00,405,516
1455109855,2016-02-10 13:10:55, 6.00,405,516
1455109863,2016-02-10 13:11:03, 6.00,404,515
1455109871,2016-02-10 13:11:11, 6.00,405,517
1455109879,2016-02-10 13:11:19, 6.00,406,516
1455109888,2016-02-10 13:11:28, 6.00,405,516
1455109896,2016-02-10 13:11:36, 6.00,404,516
1455109904,2016-02-10 13:11:44, 6.00,406,517
1455109912,2016-02-10 13:11:52, 6.00,406,517
1455109920,2016-02-10 13:12:00, 6.00,405,515
1455109928,2016-02-10 13:12:08, 6.00,407,517
1455109936,2016-02-10 13:12:16, 6.00,406,515
1455109944,2016-02-10 13:12:24, 6.00,405,515
1455109952,2016-02-10 13:12:32, 6.00,404,515
1455109960,2016-02-10 13:12:40, 6.00,405,517
1455109968,2016-02-10 13:12:48, 6.00,404,517
1455109976,2016-02-10 13:12:56, 6.00,404,515
1455109984,2016-02-10 13:13:04, 6.00,406,517
1455109992,2016-02-10 13:13:12, 6.00,405,515
1455110001,2016-02-10 13:13:21, 6.00,405,516
1455110009,2016-02-10 13:13:29, 6.00,405,515
1455110017,2016-02-10 13:13:37, 6.00,406,516
1455110025,2016-02-10 13:13:45, 6.00,406,516
1455110033,2016-02-10 13:13:53, 6.00,403,516
1455110041,2016-02-10 13:14:01, 6.00,406,517
1455110049,2016-02-10 13:14:09, 6.00,405,516
1455110057,2016-02-10 13:14:17, 6.00,405,515
1455110065,2016-02-10 13:14:25, 6.00,406,515
1455110073,2016-02-10 13:14:33, 6.00,405,516
1455110081,2016-02-10 13:14:41, 6.00,402,517
1455110089,2016-02-10 13:14:49, 6.00,406,516
1455110097,2016-02-10 13:14:57, 6.00,406,515
1455110105,2016-02-10 13:15:05, 6.00,406,515
1455110114,2016-02-10 13:15:14, 6.00,401,516
1455110122,2016-02-10 13:15:22, 6.00,405,516
1455110130,2016-02-10 13:15:30, 6.00,403,515
1455110138,2016-02-10 13:15:38, 6.00,404,516
1455110146,2016-02-10 13:15:46, 6.00,404,516
1455110154,2016-02-10 13:15:54, 6.00,396,516
1455110162,2016-02-10 13:16:02, 6.00,405,516
1455110170,2016-02-10 13:16:10, 6.00,405,517
1455110178,2016-02-10 13:16:18, 6.00,406,517
1455110186,2016-02-10 13:16:26, 6.00,404,515
1455110194,2016-02-10 13:16:34, 6.00,404,516
1455110202,2016-02-10 13:16:42, 6.00,406,517
1455110210,2016-02-10 13:16:50, 6.00,406,516
1455110218,2016-02-10 13:16:58, 6.00,405,515
1455110227,2016-02-10 13:17:07, 6.00,404,516
1455110235,2016-02-10 13:17:15, 6.00,404,517
1455110243,2016-02-10 13:17:23, 6.00,403,517
1455110251,2016-02-10 13:17:31, 6.00,405,516
1455110259,2016-02-10 13:17:39, 6.00,405,515
1455110267,2016-02-10 13:17:47, 6.00,405,515
1455110275,2016-02-10 13:17:55, 6.00,405,516
1455110283,2016-02-10 13:18:03, 6.00,403,517
1455110291,2016-02-10 13:18:11, 6.00,396,515
1455110299,2016-02-10 13:18:19, 6.00,402,516
1455110307,2016-02-10 13:18:27, 6.00,406,516
1455110315,2016-02-10 13:18:35, 6.00,405,517
1455110323,2016-02-10 13:18:43, 5.75,405,516
1455110331,2016-02-10 13:18:51, 5.75,403,515
1455110340,2016-02-10 13:19:00, 5.75,403,515
1455110348,2016-02-10 13:19:08, 5.75,405,515
1455110356,2016-02-10 13:19:16, 5.75,404,515
1455110364,2016-02-10 13:19:24, 5.75,403,516
1455110372,2016-02-10 13:19:32, 5.75,402,516
1455110380,2016-02-10 13:19:40, 5.75,402,516
1455110388,2016-02-10 13:19:48, 5.75,403,516
1455110396,2016-02-10 13:19:56, 5.75,404,516
1455110404,2016-02-10 13:20:04, 5.75,403,516
1455110412,2016-02-10 13:20:12, 5.75,404,515
1455110420,2016-02-10 13:20:20, 5.75,404,515
1455110428,2016-02-10 13:20:28, 5.75,405,517
1455110436,2016-02-10 13:20:36, 5.75,402,516
1455110444,2016-02-10 13:20:44, 5.75,402,516
1455110453,2016-02-10 13:20:53, 5.75,403,517
1455110461,2016-02-10 13:21:01, 5.75,403,517
1455110469,2016-02-10 13:21:09, 5.75,402,516
1455110477,2016-02-10 13:21:17, 5.75,402,516
1455110485,2016-02-10 13:21:25, 5.75,404,516
1455110493,2016-02-10 13:21:33, 5.75,404,516
1455110501,2016-02-10 13:21:41, 5.75,403,515
1455110509,2016-02-10 13:21:49, 6.00,404,516
1455110517,2016-02-10 13:21:57, 6.00,404,516
1455110525,2016-02-10 13:22:05, 6.00,405,516
1455110533,2016-02-10 13:22:13, 6.00,405,516
1455110541,2016-02-10 13:22:21, 6.00,404,515
1455110549,2016-02-10 13:22:29, 6.00,405,515
1455110557,2016-02-10 13:22:37, 6.00,405,516
1455110566,2016-02-10 13:22:46, 6.00,404,515
1455110574,2016-02-10 13:22:54, 6.00,403,516
1455110582,2016-02-10 13:23:02, 6.00,405,515
1455110590,2016-02-10 13:23:10, 6.00,404,517
1455110598,2016-02-10 13:23:18, 6.00,405,516
1455110606,2016-02-10 13:23:26, 6.00,407,515
1455110614,2016-02-10 13:23:34, 6.00,407,517
1455110622,2016-02-10 13:23:42, 6.00,406,515
1455110630,2016-02-10 13:23:50, 6.00,405,516
1455110638,2016-02-10 13:23:58, 6.00,405,517
1455110646,2016-02-10 13:24:06, 6.00,400,516
1455110654,2016-02-10 13:24:14, 6.00,405,517
1455110662,2016-02-10 13:24:22, 6.00,405,517
1455110670,2016-02-10 13:24:30, 6.00,404,517
